Longitude,Latitude
6546,"[(690344.6336000003, 9790527.6231), (691350.1271000002, 9790536.3312)]"
6836,"[(694554.1357000005, 9792862.8103), (694793.0467999997, 9792863.0488)]"
7546,"[(691373.9727999996, 9791478.5262), (692523.9574999996, 9791702.2113)]"
7733,"[(690342.0542000001, 9789830.4198), (690345.5466999998, 9790786.3891)]"
7765,"[(695646.0369999995, 9791165.3781), (695712.0401999997, 9793769.0951)]"
7841,"[(694503.5448000003, 9788841.3029), (694517.9567, 9789154.4733)]"
8406,"[(693531.5522999996, 9793795.4593), (694572.6025999999, 9793823.7368)]"
9851,"[(689384.5344000002, 9792544.6732), (689391.2216999996, 9792918.6142)]"
10027,"[(698914.5307, 9792359.5818), (698926.4884000001, 9793213.5832)]"
10063,"[(692478.8037, 9788778.1672), (696574.8916999996, 9789477.3156)]"
10093,"[(698630.7556999996, 9793357.1375), (698931.6974, 9793757.7539)]"
10175,"[(694912.8979000002, 9790094.3962), (695644.9847999997, 9790377.9633)]"
10490,"[(689288.3618999999, 9788553.1003), (690317.0038999999, 9788570.8984)]"
11193,"[(695980.4057, 9789372.6413), (696434.7353999997, 9791118.1754)]"
11214,"[(696385.3859999999, 9789541.9685), (697351.6221000003, 9789580.1967)]"
11490,"[(696318.5837000003, 9789823.5677), (697212.4133000001, 9789858.2747)]"
11846,"[(688378.4812000003, 9791711.2925), (689388.4086999996, 9791712.8965)]"
12032,"[(688349.1168, 9790196.0095), (689375.9305999996, 9790215.4585)]"
12384,"[(690355.1201999998, 9792604.8809), (691392.4190999996, 9792635.4133)]"
12873,"[(693518.0617000004, 9793163.8565), (694560.5378, 9793185.8809)]"
13162,"[(689389.2138, 9791954.4197), (690376.1870999997, 9791959.7409)]"
13163,"[(691898.4102999996, 9789760.5316), (692489.5341999996, 9789941.4978)]"
13885,"[(690391.5970999999, 9793895.5679), (691307.8766999999, 9794112.6418)]"
14350,"[(694533.6721000001, 9791165.3781), (695669.9080999997, 9791307.3565)]"
14514,"[(698553.21, 9792356.6478), (698914.5307, 9792359.7908)]"
16350,"[(690342.0542000001, 9789794.4175), (691340.3909999998, 9789830.4198)]"
16555,"[(696443.2969000004, 9789317.3216), (697458.8857000005, 9789348.2041)]"
17019,"[(697758.4638, 9792556.9687), (698859.8975, 9793194.6032)]"
17033,"[(695656.7514000004, 9790609.9658), (695670.0155999996, 9790892.0998)]"
17040,"[(692984.8905999996, 9789688.8786), (694072.1388999997, 9791233.7871)]"
17113,"[(694534.1503999997, 9791911.3789), (695678.7401, 9791922.2572)]"
17328,"[(693526.4484000001, 9793491.394), (694567.5088999998, 9793531.6004)]"
17374,"[(694541.2034999998, 9792240.2302), (695682.8032999998, 9792251.5059)]"
17497,"[(691347.0033999998, 9790021.2766), (692493.4364999998, 9790110.4278)]"
17743,"[(695655.0225999998, 9789858.2747), (696318.5837000003, 9789869.8766)]"
18198,"[(689384.5344000002, 9792536.4379), (689771.9596999995, 9792544.6732)]"
18331,"[(693507.6277999999, 9792863.0488), (694554.1357000005, 9792893.5326)]"
18504,"[(689294.2289000005, 9788864.2896), (690313.1260000002, 9788868.6241)]"
18754,"[(693526.4484000001, 9793531.6004), (693531.5522999996, 9793823.7368)]"
19220,"[(688357.7631999999, 9790507.0801), (689376.3722999999, 9790517.0356)]"
19430,"[(696515.1317999996, 9788934.9287), (697615.9424999999, 9789050.0587)]"
19807,"[(697486.6788999997, 9789784.519), (697855.4694999997, 9790515.5466)]"
19870,"[(696058.5450999998, 9789078.4289), (696513.9029000001, 9789369.152)]"
20637,"[(688378.2286, 9791427.3472), (689384.6255000001, 9791451.1184)]"
20756,"[(695991.1633000001, 9789580.1967), (696385.3859999999, 9789591.4838)]"
21277,"[(689378.2923999997, 9790714.3703), (690353.9150999999, 9791131.0979)]"
21312,"[(694692.2774999999, 9790376.1394), (695656.7514000004, 9790655.7097)]"
21548,"[(689871.6853999998, 9793507.852), (690383.8076999998, 9793536.4842)]"
21793,"[(691384.1431999998, 9792276.938), (692535.8742000004, 9792293.3831)]"
23129,"[(689077.3077999996, 9792855.6505), (689390.0957000004, 9792866.0157)]"
23187,"[(697844.5822000001, 9792619.1765), (697857.7855000002, 9792690.2329)]"
23446,"[(691392.2591000004, 9791922.4178), (692529.8611000003, 9791940.2316)]"
23575,"[(695669.9080999997, 9791118.1754), (695980.4057, 9791165.3781)]"
24240,"[(696250.7845999999, 9790137.7403), (697048.3006999996, 9790161.6817)]"
24657,"[(692513.0998, 9792276.938), (692572.3765000002, 9794591.7403)]"
25357,"[(694567.5088999998, 9793482.993), (695436.7555, 9793795.4593)]"
25406,"[(690353.9150999999, 9791117.0672), (691370.7977999998, 9791226.3191)]"
25454,"[(695194.4036999997, 9789217.0429), (696434.7353999997, 9789372.6413)]"
25582,"[(696006.9982000003, 9791032.922), (696689.5250000004, 9791213.7655)]"
25583,"[(693495.4283999996, 9792539.1312), (694547.2794000003, 9792551.2032)]"
25884,"[(691400.6031, 9792907.4973), (692551.7866000002, 9792936.6585)]"
26811,"[(691407.7423999999, 9793198.6508), (692559.1333999997, 9793216.9822)]"
26976,"[(689386.6446000002, 9792229.409), (690383.9889000002, 9792250.2944)]"
26992,"[(696434.7353999997, 9789209.4651), (696468.9863, 9789372.6413)]"
27244,"[(689285.2806000002, 9787618.9889), (690338.6353000002, 9789519.6776)]"
27278,"[(691370.7977999998, 9791226.3191), (692520.4435, 9791291.2048)]"
27440,"[(695674.4970000004, 9791118.1754), (695980.4057, 9791555.6855)]"
43321,"[(697855.4694999997, 9789736.2515), (699217.3455999997, 9790029.0207)]"
43756,"[(690305.8200000003, 9788253.6085), (690317.0038999999, 9788553.1003)]"
43757,"[(690317.0038999999, 9788538.8372), (691314.1632000003, 9788553.1003)]"
43790,"[(696604.6842, 9788755.5958), (697711.1874000002, 9788776.7265)]"
43791,"[(697711.1874000002, 9788374.6687), (697874.7581000002, 9788758.1672)]"
43806,"[(694486.7943000002, 9788477.3159), (694503.5448000003, 9788841.3029)]"
43807,"[(694503.5448000003, 9788776.7265), (696604.6842, 9788852.8584)]"
43810,"[(693461.9225000003, 9788499.4141), (693468.3130999999, 9788848.0015)]"
43811,"[(693467.6983000003, 9788841.3029), (694503.5448000003, 9788853.9061)]"
43812,"[(692471.8794999998, 9788848.0015), (693467.6983000003, 9788858.5412)]"
43813,"[(692462.9864999996, 9788527.242), (692471.8794999998, 9788856.6102)]"
43814,"[(691323.9535999997, 9788855.7354), (692471.8794999998, 9788859.7342)]"
43815,"[(691314.1632000003, 9788538.8372), (691324.2309999997, 9788859.7342)]"
43816,"[(690313.0092000002, 9788553.1003), (690317.0038999999, 9788864.2896)]"
43817,"[(690313.1260000002, 9788859.7342), (691323.9535999997, 9788864.2896)]"
43852,"[(694517.9567, 9789142.3338), (695128.9282999998, 9789154.4733)]"
43853,"[(694517.9567, 9789154.4733), (694524.4535999997, 9789295.6509)]"
43856,"[(693466.4291000003, 9789150.3267), (694517.9567, 9789166.7186)]"
43857,"[(693465.1913999999, 9789159.6701), (693466.4291000003, 9789463.5885)]"
43860,"[(692475.3208999997, 9789159.6701), (693466.4291000003, 9789174.6211)]"
43861,"[(692471.8794999998, 9788856.6102), (692475.3208999997, 9789174.6211)]"
43862,"[(691333.1842, 9789174.6211), (692475.3208999997, 9789185.3054)]"
43863,"[(691323.9535999997, 9788859.7342), (691346.8087999998, 9789183.7619)]"
43866,"[(689304.4886999996, 9789193.2267), (690313.8262, 9789204.0941)]"
43867,"[(690313.1260000002, 9788864.2896), (690313.8262, 9789193.2267)]"
43888,"[(697458.8857000005, 9789243.7656), (698167.0165999997, 9789317.3216)]"
43889,"[(697458.8857000005, 9788758.1672), (697711.1874000002, 9789317.3216)]"
43908,"[(691713.4716999996, 9789477.3156), (692478.8037, 9789491.8471)]"
43909,"[(692475.3208999997, 9789174.6211), (692478.8037, 9789477.3156)]"
43910,"[(691332.6977000004, 9789218.304), (691713.4716999996, 9789491.8471)]"
43911,"[(691569.3662, 9789491.8471), (691713.4716999996, 9789494.6559)]"
43918,"[(697351.6221000003, 9789498.6405), (698020.074, 9789541.9685)]"
43919,"[(697351.6221000003, 9789317.3216), (697458.8857000005, 9789541.9685)]"
43925,"[(695650.9989, 9789369.152), (696058.5450999998, 9789620.8243)]"
43926,"[(695646.9456000002, 9789369.9256), (695650.9989, 9789620.8243)]"
43941,"[(694071.8453000002, 9789620.8243), (695650.9989, 9789688.8786)]"
43942,"[(694058.8448000001, 9789421.0224), (694143.9983000001, 9789688.8786)]"
43947,"[(692485.0449999999, 9789688.8786), (694071.8453000002, 9789748.6348)]"
43948,"[(692478.8037, 9789477.3156), (692485.0449999999, 9789747.3405)]"
43951,"[(691713.4716999996, 9789491.8471), (691898.4102999996, 9789767.0228)]"
43952,"[(691898.4102999996, 9789747.3405), (692485.0449999999, 9789767.0228)]"
43953,"[(697855.4694999997, 9788796.7696), (698524.7262000004, 9789784.519)]"
43954,"[(697212.4133000001, 9789541.9685), (697855.4694999997, 9789850.4636)]"
43955,"[(691340.3909999998, 9789767.0228), (691898.4102999996, 9789794.4175)]"
43956,"[(691332.6977000004, 9789183.7619), (691342.5755000003, 9789794.4175)]"
43961,"[(690313.8262, 9789193.2267), (690338.6353000002, 9789515.3962)]"
43962,"[(690059.7828000002, 9789830.4198), (690342.0542000001, 9789836.7982)]"
43997,"[(690342.8744000001, 9790035.8837), (691347.0033999998, 9790062.4376)]"
43998,"[(691339.0477, 9789794.4175), (691347.5143999998, 9790035.8837)]"
44017,"[(692485.0449999999, 9789747.3405), (692493.4364999998, 9790110.4278)]"
44020,"[(695644.9847999997, 9790122.3042), (696250.7845999999, 9790139.2796)]"
44021,"[(695644.9847999997, 9789620.8243), (695657.4819, 9790122.3042)]"
44030,"[(689375.9305999996, 9789518.4293), (689377.8868000004, 9790196.0095)]"
44031,"[(689375.9305999996, 9790195.9751), (689653.0970999999, 9790206.2288)]"
44058,"[(695644.3512000004, 9790122.3042), (695645.9857000001, 9790380.9729)]"
44059,"[(695645.9857000001, 9790380.9729), (696183.4572000001, 9790396.561)]"
44060,"[(689375.4768000003, 9790196.0095), (689376.3722999999, 9790507.0801)]"
44061,"[(689376.3722999999, 9790506.3909), (689446.8887999998, 9790507.0801)]"
44062,"[(697393.3819000004, 9790515.5466), (697486.6788999997, 9790821.915)]"
44063,"[(696146.7209999999, 9790525.0519), (696852.0565, 9790537.7817)]"
44066,"[(696852.0565, 9789823.5677), (697212.4133000001, 9790525.0519)]"
44067,"[(696852.0565, 9790491.7666), (697486.6788999997, 9790534.7491)]"
44076,"[(691360.2406000001, 9790777.0675), (691967.0828, 9791010.9669)]"
44077,"[(691344.6920999996, 9790035.8837), (691360.2406000001, 9790778.6585)]"
44080,"[(696690.5833, 9790821.915), (697393.3819000004, 9790847.5582)]"
44081,"[(697393.3819000004, 9790821.915), (697398.7871000003, 9791057.3958)]"
44088,"[(691236.3788999999, 9791022.0896), (691364.4674000004, 9791119.9897)]"
44089,"[(691360.2406000001, 9790778.6585), (691365.1533000004, 9791022.0896)]"
44094,"[(689376.3722999999, 9790507.0801), (689378.2923999997, 9790837.0438)]"
44097,"[(688376.4922000002, 9791150.2406), (689380.9540999997, 9791170.2816)]"
44122,"[(692519.5663999999, 9791233.7871), (692984.8905999996, 9791240.8672)]"
44123,"[(691374.3255000003, 9791294.3163), (692521.6535, 9791487.9245)]"
44128,"[(692984.8905999996, 9791233.7871), (693493.1195, 9791249.5262)]"
44129,"[(693487.1982000005, 9790939.9959), (693493.1195, 9791249.5262)]"
44140,"[(694533.6721000001, 9790770.8049), (695670.0155999996, 9791284.3496)]"
44141,"[(693493.1195, 9791211.5504), (694533.6721000001, 9791284.3496)]"
44158,"[(692493.4364999998, 9790110.4278), (692521.6535, 9791372.2995)]"
44159,"[(692521.6535, 9791233.7871), (692984.8905999996, 9791372.2995)]"
44168,"[(690360.7326999996, 9791406.3821), (691374.3255000003, 9791450.6862)]"
44169,"[(690347.1335000005, 9791711.5964), (690400.0871000001, 9792635.4133)]"
44170,"[(689380.9540999997, 9791150.2406), (689384.6255000001, 9791427.3472)]"
44171,"[(689384.6255000001, 9791407.2458), (690360.7326999996, 9791427.3472)]"
44181,"[(693498.2747999998, 9791512.5388), (694532.5621999996, 9791541.3348)]"
44182,"[(693493.1195, 9791249.5262), (693498.2747999998, 9791519.0073)]"
44183,"[(692523.9574999996, 9791503.9162), (693498.2747999998, 9791533.4882)]"
44184,"[(692521.6535, 9791372.2995), (692523.9574999996, 9791526.7173)]"
44231,"[(690369.0075000003, 9791695.6883), (690926.5395, 9791711.5964)]"
44232,"[(690360.7326999996, 9791411.928), (690369.0075000003, 9791711.5964)]"
44233,"[(689384.6255000001, 9791427.3472), (689388.4086999996, 9791712.8965)]"
44234,"[(689388.4086999996, 9791704.8037), (690369.0075000003, 9791720.0539)]"
44259,"[(693498.2747999998, 9791519.0073), (693501.1662999997, 9791919.3543)]"
44260,"[(693499.5433999998, 9791909.5886), (694534.1503999997, 9791926.3155)]"
44263,"[(692529.8611000003, 9791917.1288), (693499.5433999998, 9791922.4178)]"
44264,"[(692523.9574999996, 9791526.7173), (692529.8611000003, 9791922.4178)]"
44269,"[(690703.4387999997, 9791940.2316), (691392.2591000004, 9791959.201)]"
44270,"[(691364.4477000004, 9791022.0896), (691395.6686000004, 9791940.2316)]"
44271,"[(689388.4086999996, 9791712.8965), (689390.1774000004, 9791956.561)]"
44272,"[(689215.4189999998, 9791956.561), (689389.2138, 9791958.1125)]"
44301,"[(688378.9711999996, 9792205.2136), (688778.8218999999, 9792215.4687)]"
44309,"[(689386.6446000002, 9791956.561), (689389.2138, 9792250.2944)]"
44310,"[(689073.4040999999, 9792250.2944), (689386.6446000002, 9792254.2624)]"
44313,"[(693497.2677999996, 9791919.3543), (693499.5433999998, 9792268.8031)]"
44314,"[(693497.2677999996, 9792251.5059), (694541.2034999998, 9792268.8031)]"
44321,"[(692535.8742000004, 9792268.8031), (693497.2677999996, 9792276.938)]"
44322,"[(692529.8611000003, 9791922.4178), (692535.8742000004, 9792276.938)]"
44325,"[(690594.5676999995, 9792293.3831), (691384.1431999998, 9792304.6572)]"
44326,"[(691380.8519000001, 9791940.2316), (691392.2591000004, 9792293.3831)]"
44337,"[(698893.2253, 9791510.9831), (698914.5307, 9792359.5818)]"
44338,"[(698914.5307, 9792352.6714), (699225.0421000002, 9792359.5818)]"
44345,"[(688379.2814999996, 9792471.4755), (688931.3119000001, 9792535.636)]"
44347,"[(689384.2224000003, 9792250.2944), (689386.6446000002, 9792544.6732)]"
44348,"[(689123.3327000001, 9792544.6732), (689384.5344000002, 9792550.2254)]"
44349,"[(693495.4283999996, 9792268.8031), (693497.2677999996, 9792551.2032)]"
44350,"[(692543.5909000002, 9792551.2032), (693495.4283999996, 9792582.7157)]"
44356,"[(691392.4190999996, 9792582.7157), (692543.5909000002, 9792604.8809)]"
44357,"[(691384.0268999999, 9792293.3831), (691392.4190999996, 9792604.8809)]"
44394,"[(692551.7866000002, 9792893.5326), (693507.6277999999, 9792907.4973)]"
44395,"[(693495.4255999997, 9792551.2032), (693507.6277999999, 9792893.5326)]"
44406,"[(689450.8579000002, 9792959.9357), (690366.1913999999, 9792987.6257)]"
44407,"[(690366.1913999999, 9792959.9357), (690375.6944000004, 9793238.4887)]"
44438,"[(692559.1333999997, 9793185.8809), (693518.0617000004, 9793198.6508)]"
44439,"[(693507.6277999999, 9792893.5326), (693518.0617000004, 9793185.8809)]"
44442,"[(691392.4190999996, 9792604.8809), (691400.6031, 9792936.6585)]"
44443,"[(691105.1161000002, 9793216.9822), (691407.7423999999, 9793221.8003)]"
44471,"[(698931.6974, 9793357.1375), (698962.1988000004, 9794237.6365)]"
44472,"[(698931.6974, 9793345.4712), (699270.7549, 9793357.1375)]"
44487,"[(689397.8064000001, 9793238.4887), (690375.6944000004, 9793476.0335)]"
44488,"[(688391.4605999999, 9793174.032), (689404.1824000003, 9793476.0335)]"
44490,"[(688417.8327000001, 9793476.0335), (689397.8064000001, 9793498.0746)]"
44494,"[(690383.8076999998, 9793499.4384), (690761.8833999997, 9793507.852)]"
44495,"[(690378.0546000004, 9793507.852), (690441.1096999999, 9793746.4289)]"
44496,"[(692565.0562000005, 9793531.6004), (693526.4484000001, 9793553.1095)]"
44497,"[(693518.0617000004, 9793185.8809), (693526.4484000001, 9793531.6004)]"
44560,"[(689406.4784000004, 9793749.0907), (689732.2344000004, 9793769.9602)]"
44561,"[(689397.8064000001, 9793476.0335), (689406.4784000004, 9793769.9602)]"
44564,"[(688427.1084000003, 9793769.9602), (689406.4784000004, 9793779.9521)]"
44572,"[(692569.0990000004, 9793823.7368), (693531.5522999996, 9793855.816)]"
44573,"[(693531.5522999996, 9793823.7368), (693536.5361000001, 9794109.0024)]"
44617,"[(689406.4784000004, 9793769.9602), (689415.0609999998, 9794145.3069)]"
44671,"[(690389.6644000001, 9793887.1046), (690397.5997000001, 9794369.0354)]"
44731,"[(691380.3228000002, 9793216.9822), (691482.9813000001, 9794622.0787)]"
51182,"[(690338.6353000002, 9789478.2718), (691336.7572999997, 9789521.8592)]"
51183,"[(690338.6353000002, 9789515.3962), (690342.0542000001, 9789830.4198)]"
51188,"[(695645.9857000001, 9790380.9729), (695656.7514000004, 9790609.9658)]"
51189,"[(695656.7514000004, 9790600.5826), (696130.3843999999, 9790609.9658)]"
51194,"[(688366.8768999996, 9790827.4926), (689378.2923999997, 9790837.0438)]"
51195,"[(689378.2923999997, 9790837.0438), (689380.9540999997, 9791150.2406)]"
51196,"[(695668.4452999998, 9790892.0998), (695671.6381000001, 9791165.3781)]"
51197,"[(695670.0155999996, 9790880.5234), (696054.5345000001, 9790892.0998)]"
51198,"[(690353.9150999999, 9791131.0979), (690360.7326999996, 9791411.928)]"
51199,"[(689380.9540999997, 9791131.0979), (690353.9150999999, 9791150.2406)]"
51212,"[(689692.1172000002, 9792635.4133), (690355.1201999998, 9792651.9105)]"
51213,"[(690355.1201999998, 9792635.4133), (690366.1913999999, 9792959.9357)]"
51218,"[(690366.1913999999, 9792936.6585), (691400.6031, 9792959.9357)]"
51219,"[(691400.6031, 9792936.6585), (691407.7423999999, 9793216.9822)]"
51220,"[(698926.4884000001, 9793213.5832), (698931.6974, 9793357.1375)]"
51221,"[(690375.6944000004, 9793238.4887), (690384.6094000004, 9793507.852)]"
51222,"[(690375.6944000004, 9793226.4223), (690788.0921999998, 9793238.4887)]"
51224,"[(698926.4884000001, 9793213.5832), (699845.6111000003, 9793351.1157)]"
54589,"[(698211.6794999996, 9789840.3212), (698273.6704000002, 9790062.7754)]"
54590,"[(698273.6704000002, 9790062.7754), (698299.8641999997, 9790167.5507)]"
54591,"[(697865.6946999999, 9790062.7754), (698273.6704000002, 9790170.3605)]"
54592,"[(697998.9000000004, 9790167.5507), (698299.8641999997, 9790262.7347)]"
54593,"[(698299.8641999997, 9790167.5507), (698400.6705999998, 9790304.0759)]"
54594,"[(697607.6524999999, 9790170.3605), (697865.6946999999, 9790238.4074)]"
54595,"[(697865.6946999999, 9790170.3605), (697998.9000000004, 9790283.9014)]"
54596,"[(697998.9000000004, 9790262.7347), (698057.1085000001, 9790448.3624)]"
54597,"[(697393.3819000004, 9790448.3624), (698646.5812999997, 9790821.915)]"
54598,"[(697486.6788999997, 9790435.4778), (698054.1041000001, 9790521.291)]"
