Longitude,Latitude
698926.4884000001,9793213.5832
696604.6842,9788776.7265
694554.1357000005,9792863.0488
692523.9574999996,9791526.7173
692523.9574999996,9791526.7173
690342.0542000001,9789830.4198
690342.0542000001,9789830.4198
695669.9080999997,9791165.3781
695669.9080999997,9791165.3781
694503.5448000003,9788841.3029
694503.5448000003,9788841.3029
694517.9567,9789154.4733
694517.9567,9789154.4733
693531.5522999996,9793823.7368
693531.5522999996,9793823.7368
689384.5344000002,9792544.6732
689384.5344000002,9792544.6732
698914.5307,9792359.5818
698914.5307,9792359.5818
698926.4884000001,9793213.5832
692478.8037,9789477.3156
692478.8037,9789477.3156
698931.6974,9793357.1375
698931.6974,9793357.1375
695644.9847999997,9790122.3042
695644.9847999997,9790122.3042
690317.0038999999,9788553.1003
690317.0038999999,9788553.1003
690317.0038996288,9788553.100300584
696385.3859225576,9789580.196701646
696434.7353999997,9789372.6413
696434.7353999997,9789372.6413
696130.3843996603,9790600.58260139
696054.534497048,9790880.523402173
696385.3859999999,9789580.1967
697351.6221000003,9789541.9685
697351.6221000003,9789541.9685
696318.5837000003,9789858.2747
697212.4132803002,9789823.567701457
689388.4086999996,9791712.8965
689388.4086999996,9791712.8965
689375.9305999996,9790196.0095
689375.9305999996,9790196.0095
689375.9305983657,9790196.009500723
690355.1201999998,9792635.4133
691392.4190999996,9792604.8809
691392.4190999996,9792604.8809
690355.1201999998,9792635.4133
693518.0617000004,9793185.8809
693518.0617000004,9793185.8809
689389.2138079613,9791956.560999762
689389.2138,9791956.561
689389.2138,9791956.561
691898.4102999996,9789767.0228
691898.4102999996,9789767.0228
692489.5341964668,9789941.497779546
695669.9080999997,9791165.3781
694533.6721000001,9791284.3496
695669.9080999997,9791165.3781
698914.5307,9792359.5818
698914.5307,9792359.5818
691340.3909999998,9789794.4175
691340.3909999998,9789794.4175
690342.0542000001,9789830.4198
697458.8857000005,9789317.3216
697458.8857000005,9789317.3216
695670.0155999996,9790892.0998
695656.7514000004,9790609.9658
695656.7514000004,9790609.9658
695670.0155999996,9790892.0998
694071.8453000002,9789688.8786
694071.8453000002,9789688.8786
692984.8905999996,9791233.7871
692984.8905999996,9791233.7871
694534.1503999997,9791917.6403
693526.4484000001,9793531.6004
694567.5088999998,9793491.394
693526.4484000001,9793531.6004
694541.2034999998,9792251.5059
691347.0033999998,9790035.8837
691347.0033999998,9790035.8837
692493.4364999998,9790110.4278
689384.5344000002,9792544.6732
689384.5344000002,9792544.6732
693507.6277999999,9792893.5326
693507.6277999999,9792893.5326
690313.1260000002,9788864.2896
690313.1260000002,9788864.2896
693526.4484000001,9793531.6004
693531.5522999996,9793823.7368
693531.5522999996,9793823.7368
689376.3722999999,9790507.0801
689376.3722999999,9790507.0801
697855.4694999997,9789784.519
697855.4694999997,9789784.519
697486.6788999997,9790515.5466
697486.6788999997,9790515.5466
697607.6525464793,9790238.407389317
696058.5450999998,9789369.152
689384.6255000001,9791427.3472
689384.6255000001,9791427.3472
690353.9150999999,9791131.0979
689378.2923999997,9790837.0438
689378.2923999997,9790837.0438
690353.9150999999,9791131.0979
695645.9857000001,9790380.9729
695645.9857000001,9790380.9729
695656.7514000004,9790609.9658
690383.8076999998,9793507.852
690383.8076999998,9793507.852
692535.8742000004,9792276.938
692535.8742000004,9792276.938
691384.1431999998,9792293.3831
691384.1431999998,9792293.3831
692529.8611000003,9791922.4178
691392.2591000004,9791940.2316
691392.2591282681,9791940.231595667
692529.8611000003,9791922.4178
691392.2591000004,9791940.2316
696250.7845999999,9790137.7403
697048.300693485,9790158.98950001
692535.8742000004,9792276.938
692535.8742000004,9792276.938
691370.7977999998,9791226.3191
690353.9150999999,9791131.0979
693495.4283999996,9792551.2032
693495.4283999996,9792551.2032
692551.7866000002,9792907.4973
691400.6031,9792936.6585
691400.6031,9792936.6585
692559.1333999997,9793198.6508
691407.7423999999,9793216.9822
691407.7423999999,9793216.9822
689386.6446000002,9792250.2944
689386.6446004276,9792250.294399764
689386.6446000002,9792250.2944
690338.6353000002,9789515.3962
690338.6353000002,9789515.3962
692520.4434959776,9791291.204798432
697855.4694999997,9789784.519
697855.4694999997,9789784.519
690317.0038999999,9788553.1003
690317.0038999999,9788553.1003
696604.6842,9788776.7265
697711.1874000002,9788758.1672
697711.1874000002,9788758.1672
694503.5448000003,9788841.3029
694503.5448000003,9788841.3029
693467.6983000003,9788848.0015
693467.6983002989,9788848.001499383
693467.6983000003,9788848.0015
692471.8794999998,9788856.6102
692471.8794999998,9788856.6102
692471.8794999998,9788856.6102
692471.8794928729,9788856.610197114
692471.8794999998,9788856.6102
691323.9535999997,9788859.7342
691323.9535999997,9788859.7342
691323.9535999997,9788859.7342
690313.1260000002,9788864.2896
690313.1260000002,9788864.2896
691323.9535999997,9788859.7342
694517.9567,9789154.4733
694517.9567,9789154.4733
693466.4291000003,9789159.6701
693466.4291000003,9789159.6701
692475.3208999997,9789174.6211
692475.3208999997,9789174.6211
692475.3208999997,9789174.6211
692475.3208999997,9789174.6211
691333.1842,9789183.7619
691333.1842,9789183.7619
690313.8262,9789193.2267
690313.8262,9789193.2267
697458.8857000005,9789317.3216
697458.8857000005,9789317.3216
691713.4716999996,9789491.8471
691713.4716999996,9789491.8471
692478.8037,9789477.3156
692478.8037,9789477.3156
691713.4716999996,9789491.8471
691713.4716999996,9789491.8471
697351.6221000003,9789541.9685
697351.6221000003,9789541.9685
695650.9989,9789620.8243
695650.9989,9789620.8243
695650.9989,9789620.8243
695650.9989,9789620.8243
694071.8453000002,9789688.8786
694071.8453000002,9789688.8786
692485.0449999999,9789747.3405
692485.0449999999,9789747.3405
692485.0449999999,9789747.3405
691898.4102999996,9789767.0228
691898.4102999996,9789767.0228
692485.0449999999,9789747.3405
691340.3909999998,9789794.4175
691340.3909999998,9789794.4175
690338.6353000002,9789515.3962
690342.0542000001,9789830.4198
691347.0033999998,9790035.8837
691347.0033999998,9790035.8837
692493.4364999998,9790110.4278
695644.9847999997,9790122.3042
695644.9847999997,9790122.3042
689375.9305999996,9790196.0095
689375.9305999996,9790196.0095
695645.9857000001,9790380.9729
695645.9857000001,9790380.9729
695645.9857006168,9790380.972900767
689376.3722999999,9790507.0801
689376.3722999999,9790507.0801
697393.3819000004,9790821.915
697393.3819000004,9790821.915
697486.6788999997,9790515.5466
696852.0565,9790525.0519
696852.0565,9790525.0519
697486.6788999997,9790515.5466
691360.2406000001,9790778.6585
691360.2406000001,9790778.6585
697393.3819000004,9790821.915
697393.3819000004,9790821.915
691364.4674000004,9791022.0896
691364.4674000004,9791022.0896
689378.2923999997,9790837.0438
689380.9540999997,9791150.2406
689380.9540999997,9791150.2406
692984.8905999996,9791233.7871
692521.6535,9791372.2995
691374.3255000003,9791450.6862
692521.6535,9791372.2995
693493.1195,9791249.5262
693493.1195,9791249.5262
692984.8905999996,9791233.7871
693493.1195,9791249.5262
694533.6721000001,9791284.3496
695670.0155999996,9790892.0998
693493.1195,9791249.5262
692521.6535,9791372.2995
692521.6535,9791372.2995
690360.7326999996,9791411.928
690360.7326999996,9791411.928
690369.0075000003,9791711.5964
690369.0075000003,9791711.5964
690355.1201999998,9792635.4133
689384.6255000001,9791427.3472
689384.6255000001,9791427.3472
689380.9540999997,9791150.2406
690360.7326999996,9791411.928
690360.73269994,9791411.927996805
693498.2747999998,9791519.0073
693498.2747999998,9791519.0073
693498.2747999998,9791519.0073
693498.2747999998,9791519.0073
692523.9574999996,9791526.7173
692523.9574999996,9791526.7173
690369.0075000003,9791711.5964
690369.0075000003,9791711.5964
690360.7326999996,9791411.928
689388.4086999996,9791712.8965
689388.4086999996,9791712.8965
693499.5433999998,9791919.3543
693499.5433999998,9791919.3543
693499.5433999998,9791919.3543
693499.5433999998,9791919.3543
692529.8611000003,9791922.4178
692529.8611000003,9791922.4178
691392.2591000004,9791940.2316
691392.2591000004,9791940.2316
689389.2138,9791956.561
689389.2138,9791956.561
689386.6446000002,9792250.2944
689386.6446000002,9792250.2944
693497.2677999996,9792268.8031
693497.267800126,9792268.803099377
693497.2677999996,9792268.8031
693497.2677999996,9792268.8031
693497.2677999996,9792268.8031
691384.1431999998,9792293.3831
691384.1431999998,9792293.3831
693495.4283999996,9792551.2032
693495.4283999996,9792551.2032
692543.5909000002,9792582.7157
691392.4190999996,9792604.8809
691392.4190999996,9792604.8809
693507.6277999999,9792893.5326
693507.6277999999,9792893.5326
690366.1913999999,9792959.9357
690366.1913999999,9792959.9357
690366.1913999999,9792959.9357
690375.6944000004,9793238.4887
690375.6944000004,9793238.4887
693518.0617000004,9793185.8809
693518.0617000004,9793185.8809
691400.6031,9792936.6585
691400.6031,9792936.6585
691407.7423999999,9793216.9822
698931.6974,9793357.1375
698931.6974,9793357.1375
689397.8064000001,9793476.0335
689397.8064000001,9793476.0335
690375.6944000004,9793238.4887
690375.6944000004,9793238.4887
689397.8064000001,9793476.0335
689397.8064000001,9793476.0335
690383.8076999998,9793507.852
690383.8076999998,9793507.852
693526.4484000001,9793531.6004
689406.4784000004,9793769.9602
689406.4784000004,9793769.9602
689406.4784000004,9793769.9602
689406.4784000004,9793769.9602
691407.7423999999,9793216.9822
690338.6353000002,9789515.3962
689378.2923999997,9790837.0438
689380.9540999997,9791150.2406
695670.0155999996,9790892.0998
690353.9150999999,9791131.0979
690355.1201999998,9792635.4133
690366.1913999999,9792959.9357
698926.4884000001,9793213.5832
698273.6704000002,9790062.7754
698273.6704000002,9790062.7754
698299.8641999997,9790167.5507
698299.8641999997,9790167.5507
697865.6946999999,9790170.3605
697865.6946999999,9790170.3605
697998.9000000004,9790262.7347
697998.9000000004,9790262.7347
698054.1041000001,9790448.3624
698054.1041000001,9790448.3624
