geometry
POINT (694575.3912368035 9792863.02758104)
POINT (695393.1196855776 9793148.548313057)
POINT (690310.885431879 9791959.27579016)
POINT (688470.7636174412 9793496.9445174)
POINT (698387.3407728113 9788951.74494798)
POINT (698286.8157296943 9790115.356768962)
POINT (698013.1735294143 9790131.469642995)
POINT (697297.2516823249 9789544.353629038)
POINT (697441.9116673558 9789538.007647296)
POINT (697427.0559238989 9789396.023151234)
POINT (697830.1560388926 9789828.561785026)
POINT (697888.7646881683 9789794.418948384)
POINT (697995.1150317728 9789541.932095796)
POINT (697833.0634729334 9789783.8766)
POINT (697736.5141504512 9790204.42599757)
POINT (697418.3157381156 9790735.248880476)
POINT (697274.7233943035 9790824.350008842)
POINT (697394.4163390883 9790866.980963146)
POINT (697464.2616928171 9790820.850265644)
POINT (695112.7886010592 9789142.664754)
POINT (691890.5467416178 9789744.199686507)
POINT (691948.9577479054 9789764.799783384)
POINT (691892.7583683461 9789767.271367043)
POINT (692470.6959468499 9790100.004694128)
POINT (692493.5063220582 9790113.448318506)
POINT (689392.0028875227 9790196.505901143)
POINT (695565.3136344795 9791552.115459457)
POINT (695933.8551832342 9791471.086929837)
POINT (689318.5180436793 9791712.785497367)
POINT (689387.9474141921 9791678.079456378)
POINT (689470.1719589508 9791711.462568276)
POINT (689388.888187424 9791749.087187124)
POINT (694498.7681383538 9788737.506431675)
POINT (694523.1020016187 9789266.28067488)
POINT (690157.2471414114 9788555.464759624)
POINT (690306.3458395407 9788267.689869689)
POINT (690347.2369625034 9788552.652816622)
POINT (690316.5521012374 9788582.09120881)
POINT (691373.641415853 9790035.166514942)
POINT (691331.0547972908 9790036.263508128)
POINT (691347.3915419902 9790018.320388867)
POINT (691346.1486393749 9790074.560462594)
POINT (693048.0186999999 9789233.9975)
POINT (693305.838224614 9788849.0392988)
POINT (693245.0670880015 9789165.776826357)
POINT (689494.5802296367 9787702.189818298)
POINT (693090.226983686 9788853.106584484)
POINT (692878.7185192504 9789172.726436397)
POINT (691714.4479471022 9791018.657392628)
POINT (695667.6181216215 9790841.104627674)
POINT (689312.2506534498 9790507.706800716)
POINT (689911.5754580448 9790856.903946755)
POINT (692111.6192166709 9791928.044078205)
POINT (695211.6475640105 9789223.928294454)
POINT (693842.5629820185 9792546.508670695)
POINT (694789.0796016485 9789650.1424546)
POINT (696016.810177459 9790128.854607046)
POINT (695656.1830561459 9789941.71394573)
POINT (696979.9559428922 9790289.113229848)
POINT (696886.0146141982 9790525.979742214)
POINT (691359.2114044359 9790744.302199055)
POINT (689376.7167691907 9790566.276146423)
POINT (691020.243469262 9791407.59069106)
POINT (693493.6398260371 9791276.725011481)
POINT (693127.5155034441 9791918.295278149)
POINT (693498.7749432548 9792037.36110585)
POINT (692531.5328148461 9792034.465644037)
POINT (693386.0470826965 9792554.013833523)
POINT (695713.601971447 9790890.787580313)
POINT (690355.243709178 9791185.82587588)
POINT (690231.8892252548 9791131.563554939)
POINT (696680.5506999996 9790851.5117)
POINT (696062.5582999997 9790854.7996)
POINT (691333.1842 9789183.7619)
POINT (691333.1842 9789183.7619)
POINT (690313.8262 9789193.2267)
POINT (690313.8262 9789193.2267)
POINT (691333.1842 9789183.7619)
POINT (690313.8262 9789193.2267)
POINT (694532.5621999996 9791541.3348)
POINT (695674.4970000004 9791553.2552)
POINT (695674.4970000004 9791553.2552)
POINT (694532.5621999996 9791541.3348)
POINT (693467.6983000003 9788848.0015)
POINT (693467.6983000003 9788848.0015)
POINT (693467.6983000003 9788848.0015)
POINT (693466.4291000003 9789159.6701)
POINT (693466.4291000003 9789159.6701)
POINT (693466.4291000003 9789159.6701)
POINT (694547.2794000003 9792539.1312)
POINT (695686.3832 9792530.0033)
POINT (694547.2794000003 9792539.1312)
POINT (698001.1605000002 9792004.0248)
POINT (696689.5250000004 9791194.5708)
POINT (696852.0565 9790525.0519)
POINT (696852.0565 9790525.0519)
POINT (696852.0565 9790525.0519)
POINT (696690.5833 9790823.095)
POINT (697711.1874000002 9788758.1672)
POINT (697711.1874000002 9788758.1672)
POINT (697711.1874000002 9788758.1672)
POINT (698524.7262000004 9788796.7696)
POINT (695693.375 9792842.2488)
POINT (690345.5466999998 9790786.3891)
POINT (690345.5466999998 9790786.3891)
POINT (691360.2406000001 9790778.6585)
POINT (691360.2406000001 9790778.6585)
POINT (691360.2406000001 9790778.6585)
POINT (698553.21 9792356.6478)
POINT (698538.1775000002 9792639.6933)
POINT (694560.5378 9793163.8565)
POINT (694554.1357000005 9792863.0488)
POINT (694572.6025999999 9793795.4593)
POINT (694560.5378 9793163.8565)
POINT (694533.6721000001 9791284.3496)
POINT (694534.1503999997 9791917.6403)
POINT (694567.5088999998 9793491.394)
POINT (694541.2034999998 9792251.5059)
POINT (694554.1357000005 9792863.0488)
POINT (694547.2794000003 9792539.1312)
POINT (694533.6721000001 9791284.3496)
POINT (694533.6721000001 9791284.3496)
POINT (694532.5621999996 9791541.3348)
POINT (694534.1503999997 9791917.6403)
POINT (694541.2034999998 9792251.5059)
POINT (695701.0122999996 9793145.423)
POINT (694560.5378 9793163.8565)
POINT (691967.0828 9791010.9669)
POINT (691364.4674000004 9791022.0896)
POINT (691364.4674000004 9791022.0896)
POINT (692514.1710000001 9791007.4071)
POINT (691364.4674000004 9791022.0896)
POINT (698926.4884000001 9793213.5832)
POINT (698859.8975 9793194.6032)
POINT (698926.4884000001 9793213.5832)
POINT (698926.4884000001 9793213.5832)
POINT (696604.6842 9788776.7265)
POINT (696604.6842 9788776.7265)
POINT (698683.3565999996 9792359.2554)
POINT (688778.8218999999 9792205.2136)
POINT (688931.3119000001 9792471.4755)
POINT (690344.6336000003 9790536.3312)
POINT (691350.1271000002 9790527.6231)
POINT (694554.1357000005 9792863.0488)
POINT (692523.9574999996 9791526.7173)
POINT (692523.9574999996 9791526.7173)
POINT (692523.9574999996 9791526.7173)
POINT (691373.9727999996 9791656.5325)
POINT (690342.0542000001 9789830.4198)
POINT (690345.5466999998 9790786.3891)
POINT (690342.0542000001 9789830.4198)
POINT (690342.8744000001 9790054.8143)
POINT (690342.0542000001 9789830.4198)
POINT (695669.9080999997 9791165.3781)
POINT (695678.7401 9791911.3789)
POINT (695682.8032999998 9792240.2302)
POINT (695669.9080999997 9791165.3781)
POINT (695674.4970000004 9791553.2552)
POINT (695669.9080999997 9791165.3781)
POINT (694503.5448000003 9788841.3029)
POINT (694503.5448000003 9788841.3029)
POINT (694503.5448000003 9788841.3029)
POINT (694517.9567 9789154.4733)
POINT (694517.9567 9789154.4733)
POINT (694517.9567 9789154.4733)
POINT (693531.5522999996 9793823.7368)
POINT (694572.6025999999 9793795.4593)
POINT (693531.5522999996 9793823.7368)
POINT (693531.5522999996 9793823.7368)
POINT (689384.5344000002 9792544.6732)
POINT (689390.0957000004 9792855.6505)
POINT (689384.5344000002 9792544.6732)
POINT (689384.5344000002 9792544.6732)
POINT (698914.5307 9792359.5818)
POINT (698914.5307 9792359.5818)
POINT (698914.5307 9792359.5818)
POINT (698926.4884000001 9793213.5832)
POINT (698926.4884000001 9793213.5832)
POINT (696515.1317999996 9789050.0587)
POINT (696508.8960999995 9789078.4289)
POINT (695194.4036999997 9789217.0429)
POINT (696574.8916999996 9788778.1672)
POINT (694524.4535999997 9789295.6509)
POINT (693465.1913999999 9789463.5885)
POINT (692478.8037 9789477.3156)
POINT (692478.8037 9789477.3156)
POINT (694143.9983000001 9789421.0224)
POINT (692478.8037 9789477.3156)
POINT (698931.6974 9793357.1375)
POINT (698931.6974 9793357.1375)
POINT (698931.6974 9793357.1375)
POINT (695052.0365000004 9790377.9633)
POINT (695644.9847999997 9790122.3042)
POINT (695644.9847999997 9790122.3042)
POINT (695644.9847999997 9790122.3042)
POINT (689288.3618999999 9788558.4094)
POINT (690317.0038999999 9788553.1003)
POINT (690317.0038999999 9788553.1003)
POINT (690317.0038999999 9788553.1003)
POINT (696385.3859999999 9789580.1967)
POINT (696318.5837000003 9789858.2747)
POINT (696318.5837000003 9789858.2747)
POINT (696385.3859999999 9789580.1967)
POINT (695980.4057 9791118.1754)
POINT (696250.7845999999 9790137.7403)
POINT (696434.7353999997 9789372.6413)
POINT (696006.9982000003 9791032.922)
POINT (696434.7353999997 9789372.6413)
POINT (695980.4057 9791118.1754)
POINT (696250.7845999999 9790137.7403)
POINT (696183.4572000001 9790396.561)
POINT (696146.7209999999 9790537.7817)
POINT (696130.3843999999 9790600.5826)
POINT (696054.5345000001 9790880.5234)
POINT (696385.3859999999 9789580.1967)
POINT (697351.6221000003 9789541.9685)
POINT (697351.6221000003 9789541.9685)
POINT (697351.6221000003 9789541.9685)
POINT (696318.5837000003 9789858.2747)
POINT (697212.4133000001 9789823.5677)
POINT (697212.4133000001 9789823.5677)
POINT (689388.4086999996 9791712.8965)
POINT (689388.4086999996 9791712.8965)
POINT (689388.4086999996 9791712.8965)
POINT (689375.9305999996 9790196.0095)
POINT (689375.9305999996 9790196.0095)
POINT (689375.9305999996 9790196.0095)
POINT (690355.1201999998 9792635.4133)
POINT (691392.4190999996 9792604.8809)
POINT (691392.4190999996 9792604.8809)
POINT (691392.4190999996 9792604.8809)
POINT (690355.1201999998 9792635.4133)
POINT (690355.1201999998 9792635.4133)
POINT (693518.0617000004 9793185.8809)
POINT (693518.0617000004 9793185.8809)
POINT (693518.0617000004 9793185.8809)
POINT (690376.1870999997 9791959.7409)
POINT (689389.2138 9791956.561)
POINT (689389.2138 9791956.561)
POINT (689389.2138 9791956.561)
POINT (691898.4102999996 9789767.0228)
POINT (691898.4102999996 9789767.0228)
POINT (691898.4102999996 9789767.0228)
POINT (692489.5341999996 9789941.4978)
POINT (690391.5970999999 9794024.7656)
POINT (695669.9080999997 9791165.3781)
POINT (694533.6721000001 9791284.3496)
POINT (694533.6721000001 9791284.3496)
POINT (695669.9080999997 9791165.3781)
POINT (698914.5307 9792359.5818)
POINT (698914.5307 9792359.5818)
POINT (691340.3909999998 9789794.4175)
POINT (691340.3909999998 9789794.4175)
POINT (690342.0542000001 9789830.4198)
POINT (691340.3909999998 9789794.4175)
POINT (690342.0542000001 9789830.4198)
POINT (696443.2969000004 9789331.8533)
POINT (697458.8857000005 9789317.3216)
POINT (697458.8857000005 9789317.3216)
POINT (697458.8857000005 9789317.3216)
POINT (695656.7514000004 9790609.9658)
POINT (695670.0155999996 9790892.0998)
POINT (695656.7514000004 9790609.9658)
POINT (695656.7514000004 9790609.9658)
POINT (695670.0155999996 9790892.0998)
POINT (695670.0155999996 9790892.0998)
POINT (694071.8453000002 9789688.8786)
POINT (694071.8453000002 9789688.8786)
POINT (694071.8453000002 9789688.8786)
POINT (692984.8905999996 9791233.7871)
POINT (692984.8905999996 9791233.7871)
POINT (692984.8905999996 9791233.7871)
POINT (694534.1503999997 9791917.6403)
POINT (693526.4484000001 9793531.6004)
POINT (694567.5088999998 9793491.394)
POINT (693526.4484000001 9793531.6004)
POINT (693526.4484000001 9793531.6004)
